mfcc_mean,mfcc_std,annotator_emo
"[-447.1091003417969, 108.27392578125, -8.202065467834473, 36.9765739440918, -11.949769020080566, 14.321639060974121, -10.130995750427246, 0.49091997742652893, 10.89639663696289, -11.110637664794922, 0.7164196372032166, -2.460028886795044, -6.920144081115723, -1.5894865989685059, 1.1519259214401245, -0.2637408673763275, -1.2625309228897095, -5.280487060546875, -0.34451398253440857, -5.230794906616211]","[80.07341003417969, 40.239383697509766, 20.017263412475586, 28.25466537475586, 19.304452896118164, 17.190635681152344, 18.917566299438477, 9.842789649963379, 10.875422477722168, 13.39535903930664, 8.414427757263184, 7.7275309562683105, 9.796220779418945, 6.249037265777588, 6.008306980133057, 5.983611106872559, 5.667575836181641, 6.906069755554199, 4.007047653198242, 6.789891242980957]",sad
"[-524.6700439453125, 90.3025894165039, 19.995508193969727, 14.063101768493652, 2.8397490978240967, 25.313749313354492, -4.947037696838379, 16.618677139282227, -5.240668296813965, 8.702046394348145, 0.8107801079750061, 2.276165723800659, 2.264258861541748, -0.5179833769798279, 13.775871276855469, -2.532339572906494, 5.747080326080322, -4.552886009216309, 2.6265463829040527, -2.3250041007995605]","[90.70423126220703, 34.33262252807617, 27.718111038208008, 15.599945068359375, 12.66285514831543, 9.498170852661133, 18.110631942749023, 13.050833702087402, 8.96083927154541, 8.84395980834961, 6.510071277618408, 8.86446475982666, 8.35888957977295, 7.342705249786377, 7.085256576538086, 6.460988521575928, 5.917191982269287, 8.46717357635498, 5.279648780822754, 7.980393409729004]",sad
"[-391.2301025390625, 115.45886993408203, -19.898677825927734, 31.282548904418945, -17.762081146240234, -3.1515541076660156, -9.24625301361084, -4.841769695281982, -25.607162475585938, 1.8756979703903198, -10.48586368560791, -5.6658525466918945, -0.6601988673210144, -13.04124927520752, 5.324206352233887, -12.737883567810059, 1.086271047592163, -6.618473052978516, -4.826359272003174, -5.130641937255859]","[80.78927612304688, 41.124549865722656, 26.651479721069336, 37.732513427734375, 19.418928146362305, 18.369333267211914, 18.78525161743164, 15.714584350585938, 12.96331787109375, 10.192792892456055, 11.36403751373291, 11.0861177444458, 9.970846176147461, 7.538120269775391, 7.952712059020996, 11.669149398803711, 7.3986406326293945, 8.932899475097656, 7.389957427978516, 6.700994491577148]",neutral
"[-418.7490234375, 115.41680145263672, -23.760643005371094, 36.36960983276367, -21.67812728881836, 28.562549591064453, -29.076534271240234, 4.772957801818848, -12.20285415649414, -6.7740278244018555, -6.921875, -14.349035263061523, -3.6109542846679688, -15.431807518005371, -5.355544567108154, -19.679779052734375, -3.2932097911834717, -12.456913948059082, -6.151236057281494, -10.797463417053223]","[28.833127975463867, 19.228158950805664, 7.335388660430908, 14.90424633026123, 9.940354347229004, 7.261109828948975, 5.027957916259766, 5.258275032043457, 6.5169997215271, 4.886343479156494, 4.63881778717041, 4.458465099334717, 7.013528823852539, 4.072007179260254, 4.1544880867004395, 4.754913330078125, 4.601288318634033, 4.126501560211182, 4.594566345214844, 3.3562586307525635]",neutral
"[-419.7518615722656, 76.54216003417969, -13.341151237487793, 41.381126403808594, -17.12262535095215, 16.86475372314453, -20.936302185058594, 11.537195205688477, -8.818938255310059, 3.8910152912139893, -0.8787320852279663, -7.489140510559082, 0.7708860039710999, -9.555374145507812, 4.927361011505127, -11.5648775100708, 0.6643819212913513, -8.700361251831055, -1.6186635494232178, -6.402358055114746]","[90.2486343383789, 27.54909324645996, 15.689345359802246, 24.033103942871094, 16.048141479492188, 12.071359634399414, 23.658493041992188, 8.06170654296875, 8.273624420166016, 10.141149520874023, 5.583903789520264, 9.651628494262695, 9.450604438781738, 7.034488677978516, 5.245085716247559, 7.0835676193237305, 5.384103775024414, 6.650763988494873, 4.93310546875, 6.5667924880981445]",sad
"[-462.10174560546875, 71.9241714477539, 15.258727073669434, 14.03345012664795, -3.8609132766723633, 8.029473304748535, -9.745427131652832, 4.200226783752441, -4.981629371643066, 0.09858228266239166, -7.491021633148193, -3.2911460399627686, -0.3951246738433838, -5.984707355499268, -0.16963142156600952, -8.4575834274292, -0.8714385628700256, -7.497436046600342, -5.161004066467285, -8.642407417297363]","[104.23936462402344, 35.86127471923828, 18.082950592041016, 16.654794692993164, 19.36384391784668, 12.369243621826172, 21.218673706054688, 10.637383460998535, 13.342945098876953, 7.334170818328857, 11.537327766418457, 7.276128768920898, 7.106481075286865, 9.806445121765137, 5.860549449920654, 9.904350280761719, 6.109978675842285, 7.71427059173584, 5.784536838531494, 9.099579811096191]",sad
"[-413.01568603515625, 117.81661224365234, 27.697528839111328, 23.62955093383789, 6.990723609924316, 2.5170652866363525, -11.751439094543457, 1.0117768049240112, -0.3006967306137085, 1.2011115550994873, -13.1846284866333, -10.331605911254883, -1.7407310009002686, -10.759649276733398, -5.7974958419799805, -2.063187599182129, -3.3255579471588135, -7.936917304992676, 1.4485583305358887, -6.073878288269043]","[108.96688842773438, 56.623783111572266, 27.34684181213379, 19.77338409423828, 17.32077407836914, 12.984886169433594, 17.76320457458496, 11.428359985351562, 13.64683723449707, 9.242386817932129, 17.124998092651367, 11.268045425415039, 7.572409152984619, 12.631651878356934, 8.182510375976562, 6.164732456207275, 8.279017448425293, 8.586000442504883, 6.0282816886901855, 7.039806842803955]",neutral
"[-574.4308471679688, 77.18038940429688, 4.3095622062683105, 14.832866668701172, -24.90972900390625, 18.805234909057617, -15.942301750183105, 10.677047729492188, -4.787899017333984, 5.513605117797852, 2.2501590251922607, 1.9482017755508423, 1.5937001705169678, -8.38262939453125, 5.4795355796813965, -9.148759841918945, 10.016695976257324, -3.8892085552215576, 1.8249326944351196, 0.3582448661327362]","[114.23174285888672, 47.58254623413086, 17.226558685302734, 25.80817222595215, 25.765722274780273, 16.532020568847656, 17.843692779541016, 14.383089065551758, 10.969017028808594, 11.795737266540527, 8.74940299987793, 5.831100940704346, 8.24207878112793, 9.242254257202148, 7.385288715362549, 8.704754829406738, 7.127547264099121, 7.355466842651367, 6.834639549255371, 4.638894081115723]",sad
"[-498.895751953125, 118.352294921875, -22.376747131347656, 41.30679702758789, -24.48155403137207, 27.212995529174805, -14.293013572692871, 6.280609607696533, -9.949023246765137, -3.219534397125244, 2.8025736808776855, -8.015191078186035, 3.1108591556549072, -14.058719635009766, 1.9923450946807861, -10.249835968017578, 1.6115520000457764, -4.710664749145508, -2.4173905849456787, -1.4749069213867188]","[40.613555908203125, 18.53664779663086, 8.679049491882324, 17.91423797607422, 18.845468521118164, 7.763655185699463, 7.2027997970581055, 5.596286773681641, 6.622893333435059, 6.733192443847656, 5.638220310211182, 5.950657844543457, 5.539731979370117, 4.552798271179199, 5.222397327423096, 5.308722972869873, 4.499383926391602, 6.771252632141113, 4.812112331390381, 5.905562877655029]",sad
"[-584.4636840820312, 85.2741470336914, 5.314357757568359, 32.35654067993164, -14.759244918823242, 29.009586334228516, -31.15119743347168, 12.439595222473145, -6.2235188484191895, 5.3914794921875, -0.034752462059259415, -1.4434254169464111, 4.552969455718994, -4.779408931732178, 6.042387962341309, -4.327152729034424, 6.662621974945068, -7.686686038970947, 10.762386322021484, -5.70620059967041]","[104.55126190185547, 48.73580551147461, 19.356346130371094, 24.94756507873535, 19.11827278137207, 15.935639381408691, 16.477670669555664, 10.57231330871582, 9.971536636352539, 11.585113525390625, 9.799394607543945, 7.401107311248779, 8.106224060058594, 6.4474592208862305, 8.988298416137695, 9.031885147094727, 7.183368682861328, 5.9767889976501465, 6.162686824798584, 7.084084510803223]",sad
"[-362.2563781738281, 75.7080078125, -10.613965034484863, 38.69209289550781, -30.523374557495117, 26.397815704345703, -23.3974609375, 9.051281929016113, -21.392053604125977, -1.2300167083740234, -11.998128890991211, -12.062654495239258, -1.641564965248108, -9.50603199005127, 8.496909141540527, -16.39079475402832, 2.327127456665039, -13.043359756469727, 1.1261800527572632, -11.222667694091797]","[96.8646469116211, 36.56183624267578, 23.991769790649414, 26.65199089050293, 23.346107482910156, 14.596856117248535, 18.080604553222656, 9.989225387573242, 14.67667293548584, 8.909279823303223, 11.56057071685791, 8.225030899047852, 7.214437007904053, 6.801612854003906, 7.565197467803955, 9.265860557556152, 6.230318546295166, 8.815990447998047, 5.701510906219482, 7.177404403686523]",sad
"[-392.45709228515625, 143.96798706054688, 18.875797271728516, 21.126609802246094, -5.191186428070068, 18.84041976928711, 12.461943626403809, 0.6516542434692383, 0.457243949174881, -0.2511892020702362, 5.150029182434082, 5.761502742767334, -0.0628395825624466, -0.09285221993923187, 8.493839263916016, -1.8357295989990234, -0.977144181728363, 2.0367493629455566, -1.4878233671188354, 4.276592254638672]","[99.88553619384766, 70.53977966308594, 27.075897216796875, 26.59532928466797, 25.102048873901367, 14.917136192321777, 9.54423713684082, 13.84550666809082, 11.346869468688965, 9.271743774414062, 10.946181297302246, 8.76978874206543, 8.636453628540039, 7.4436140060424805, 8.129937171936035, 6.987595081329346, 7.373580455780029, 4.902981281280518, 6.26629638671875, 5.141395092010498]",neutral
"[-509.2427978515625, 98.22774505615234, 14.269140243530273, 6.412699222564697, -12.170915603637695, 6.514474391937256, -9.025726318359375, 2.6829710006713867, -1.1855556964874268, -5.0192131996154785, -0.21517588198184967, -1.8645281791687012, 1.702349066734314, -1.1689320802688599, -0.4265211820602417, -2.96567964553833, 2.653726100921631, -4.974664688110352, -6.8455939292907715, -2.837204694747925]","[95.26402282714844, 41.06584930419922, 20.95627784729004, 18.419315338134766, 20.101390838623047, 10.817642211914062, 22.497568130493164, 11.3565034866333, 10.576013565063477, 11.433441162109375, 6.220302581787109, 5.542078495025635, 7.2751007080078125, 7.797079563140869, 6.210542678833008, 7.007023811340332, 5.371007919311523, 7.12401819229126, 9.455465316772461, 5.5479888916015625]",sad
"[-346.119873046875, 88.45214080810547, 4.911449432373047, 23.046733856201172, -2.0694143772125244, 7.305550575256348, -2.535188674926758, 5.909918785095215, 2.8224644660949707, 3.8015496730804443, 2.1103198528289795, 2.004234552383423, 1.1598012447357178, -0.2288794219493866, 4.911558151245117, -2.8831567764282227, 4.417403221130371, -0.3365926146507263, -1.7270220518112183, -0.8077309131622314]","[124.9301986694336, 35.87852096557617, 28.917949676513672, 30.209108352661133, 15.839848518371582, 15.045476913452148, 17.421070098876953, 11.180863380432129, 14.944620132446289, 11.782405853271484, 8.206058502197266, 7.413787364959717, 8.314244270324707, 7.185214042663574, 5.813531398773193, 10.222376823425293, 5.291727066040039, 5.664921760559082, 5.308406352996826, 4.326943874359131]",neutral
"[-680.1072998046875, 102.43453216552734, 5.411619186401367, 32.095863342285156, -6.4827351570129395, 33.299232482910156, -10.669365882873535, 16.62091064453125, -2.6330173015594482, 9.926932334899902, 1.633547067642212, -3.7599079608917236, 4.698090076446533, -4.845621109008789, 6.447831630706787, -7.103611946105957, 10.438611030578613, -3.2162723541259766, 1.9215600490570068, -3.1074776649475098]","[68.8591079711914, 36.12249755859375, 16.572818756103516, 19.062747955322266, 18.46471405029297, 13.913747787475586, 19.008146286010742, 8.299460411071777, 10.919479370117188, 7.89689302444458, 7.269391059875488, 9.368902206420898, 7.015705108642578, 7.598211765289307, 6.704484939575195, 8.432943344116211, 7.09246826171875, 7.172540664672852, 6.164414405822754, 6.391858100891113]",sad
"[-507.93896484375, 74.13775634765625, -17.765626907348633, 34.940452575683594, -2.402163028717041, 10.981189727783203, -3.361452102661133, 0.4433378279209137, -3.7467029094696045, -0.8932698369026184, -3.2567498683929443, -5.092411994934082, 5.869622707366943, -3.939484119415283, 3.9696075916290283, -2.733010768890381, -4.324893474578857, -1.7243032455444336, -1.8467578887939453, -0.4004212021827698]","[113.87533569335938, 28.924985885620117, 28.711158752441406, 27.152925491333008, 14.512772560119629, 12.124929428100586, 14.222238540649414, 8.323305130004883, 12.197973251342773, 6.496855735778809, 8.259272575378418, 7.6154913902282715, 5.932659149169922, 6.654332160949707, 7.906885147094727, 5.5534539222717285, 4.357690811157227, 5.072142124176025, 3.8959732055664062, 4.880136013031006]",sad
"[-581.7135009765625, 111.47197723388672, 14.182299613952637, 57.86974334716797, -5.00752067565918, 35.556419372558594, -13.079244613647461, 20.905885696411133, -0.2926461100578308, 8.202678680419922, -0.4580689072608948, 1.4060598611831665, 9.419983863830566, -8.492523193359375, 7.899281024932861, -10.869229316711426, 10.583837509155273, -6.714988708496094, 0.6811497211456299, 0.9057480096817017]","[40.54948806762695, 18.609731674194336, 11.3467435836792, 19.945072174072266, 11.69542121887207, 8.280265808105469, 6.419004917144775, 6.034602642059326, 8.78541088104248, 7.027464389801025, 5.389108657836914, 3.8684985637664795, 4.909078598022461, 4.227811813354492, 5.921809673309326, 4.4899797439575195, 4.29629373550415, 3.6952357292175293, 4.188418865203857, 3.9026219844818115]",sad
"[-473.3716735839844, 72.67450714111328, -4.0466718673706055, 34.73210906982422, -12.439164161682129, 21.377397537231445, -34.06158447265625, 10.737464904785156, -19.78703498840332, 2.8389880657196045, -8.363484382629395, -2.70284104347229, 2.889320135116577, -8.633890151977539, 12.994503021240234, -12.86124324798584, 6.513452053070068, -8.332830429077148, 4.561590671539307, -6.402102947235107]","[69.90287017822266, 38.09752655029297, 15.7557954788208, 17.200855255126953, 13.786260604858398, 15.367424011230469, 19.91193389892578, 13.707719802856445, 17.083749771118164, 10.472700119018555, 10.810796737670898, 9.085848808288574, 8.405620574951172, 9.735771179199219, 6.080114364624023, 6.565267086029053, 6.734292984008789, 7.021909236907959, 6.776379585266113, 6.3647027015686035]",sad
"[-364.3422546386719, 127.60405731201172, -26.35148048400879, 54.61374282836914, -0.0187480840831995, 12.625604629516602, -8.992768287658691, 5.985794544219971, -5.509094715118408, 2.066983461380005, 5.862842559814453, -2.003349781036377, 2.711984872817993, -5.472946643829346, 5.922898292541504, -7.849170684814453, 2.8860416412353516, 0.06647078692913055, 0.33849525451660156, 0.5500519275665283]","[59.09224319458008, 30.798126220703125, 15.58434772491455, 16.839954376220703, 16.20561981201172, 13.484882354736328, 12.87858772277832, 8.776873588562012, 10.12048625946045, 6.1828460693359375, 7.258018970489502, 8.780999183654785, 6.645608425140381, 6.4535088539123535, 6.054357051849365, 8.445819854736328, 5.906374931335449, 5.301250457763672, 5.434993267059326, 5.812905788421631]",neutral
"[-564.058349609375, 74.00891876220703, 17.090280532836914, 23.51018524169922, -14.352466583251953, 8.003827095031738, -4.974249362945557, 11.298991203308105, -10.204248428344727, 10.61574649810791, -4.827547550201416, -0.8241811394691467, -1.2336641550064087, 3.2472903728485107, 9.244552612304688, -7.747093200683594, 12.359766960144043, -5.982620716094971, 2.781773567199707, -2.626471996307373]","[115.02241516113281, 44.531349182128906, 16.121170043945312, 22.693655014038086, 33.8411865234375, 17.277008056640625, 13.071975708007812, 13.323670387268066, 16.559833526611328, 8.080859184265137, 9.457205772399902, 8.41069507598877, 7.489409923553467, 6.2067999839782715, 6.500023365020752, 11.200108528137207, 8.612615585327148, 8.115320205688477, 7.371420383453369, 5.405675888061523]",neutral
"[-451.7355041503906, 43.90427780151367, 1.411433219909668, 24.574785232543945, -11.179256439208984, 2.932889699935913, -7.931533336639404, -3.626293897628784, -4.343621253967285, -2.392702341079712, -3.421602725982666, -2.304056406021118, 0.5553651452064514, -6.10478401184082, 0.9660236239433289, -4.176255226135254, -1.566419005393982, -3.983912706375122, -2.873975992202759, -1.0197926759719849]","[153.71121215820312, 64.19073486328125, 19.29404640197754, 37.40640640258789, 21.257953643798828, 12.023934364318848, 15.261459350585938, 11.446538925170898, 10.53835391998291, 9.553462982177734, 8.483208656311035, 6.732490539550781, 4.351912498474121, 11.42286205291748, 7.010719299316406, 8.079870223999023, 4.73330020904541, 6.702215671539307, 6.416178226470947, 3.954622745513916]",neutral
"[-337.4373474121094, 102.06991577148438, -18.535491943359375, 25.8859806060791, -11.800562858581543, 18.351945877075195, -8.110418319702148, -13.300175666809082, 0.351887047290802, -5.3866496086120605, -5.944219589233398, -4.813320636749268, 0.6644436120986938, 7.119317054748535, 8.433296203613281, -5.7195587158203125, 0.2673009932041168, -2.8965907096862793, -1.0378122329711914, -1.241081714630127]","[131.70933532714844, 43.42268371582031, 32.53033447265625, 24.69356346130371, 25.992895126342773, 12.244867324829102, 14.773162841796875, 17.284353256225586, 10.953424453735352, 10.85429859161377, 8.92013168334961, 8.77255916595459, 10.329523086547852, 7.717180252075195, 4.8724775314331055, 7.244817733764648, 5.826191425323486, 6.260915279388428, 5.479726314544678, 6.336432933807373]",neutral
"[-404.86865234375, 110.48068237304688, -9.643716812133789, 34.765140533447266, 6.024355411529541, -0.8347479701042175, 3.0569353103637695, -12.117151260375977, -1.534124493598938, -0.22021277248859406, -7.815762519836426, -3.695411205291748, -5.252610206604004, -3.6478264331817627, -4.9572930335998535, -5.437430381774902, -2.3086817264556885, -4.751258373260498, 0.8949110507965088, -2.9255588054656982]","[93.42733001708984, 32.7646598815918, 31.608877182006836, 29.530595779418945, 17.06853485107422, 15.266119003295898, 12.373976707458496, 11.9191312789917, 9.593119621276855, 11.471169471740723, 11.054176330566406, 7.9125447273254395, 11.220787048339844, 10.65548324584961, 11.442644119262695, 8.220769882202148, 6.318822860717773, 6.737053871154785, 7.300074100494385, 6.188082695007324]",neutral
"[-520.110107421875, 142.30296325683594, -18.394489288330078, 26.956594467163086, -11.386590957641602, 26.619260787963867, 0.10195989906787872, 8.725619316101074, -9.828920364379883, -3.7253849506378174, 8.150839805603027, 1.3560640811920166, 5.655181407928467, -6.064074516296387, 8.681428909301758, -4.314522743225098, 3.8679697513580322, 1.4000166654586792, -0.18022289872169495, 2.7037668228149414]","[58.23933410644531, 36.30429458618164, 22.97047233581543, 18.63523292541504, 11.603791236877441, 15.526714324951172, 9.897336959838867, 11.2933988571167, 12.443938255310059, 9.270304679870605, 6.612463474273682, 6.49973201751709, 7.859285831451416, 6.251070499420166, 5.684324264526367, 8.054557800292969, 7.286439418792725, 5.450589656829834, 5.08779764175415, 4.201690673828125]",neutral
"[-437.6278076171875, 75.73709106445312, 22.03023338317871, 25.531463623046875, -27.48358726501465, 21.017047882080078, -18.483896255493164, -3.8350069522857666, -10.50407886505127, -13.268790245056152, -5.599527359008789, 2.8376166820526123, -3.9481990337371826, -12.334213256835938, 4.635494709014893, -4.48956298828125, 2.637368679046631, -9.653376579284668, -3.6493334770202637, -2.6843810081481934]","[139.94232177734375, 56.21953201293945, 22.23045539855957, 24.065011978149414, 32.41490173339844, 19.606796264648438, 20.20769500732422, 15.016502380371094, 11.778826713562012, 14.458808898925781, 11.395090103149414, 8.660988807678223, 10.453697204589844, 12.498162269592285, 6.8561296463012695, 6.935499668121338, 8.617362022399902, 8.666058540344238, 6.484431743621826, 6.73696756362915]",neutral
"[-374.8056945800781, 79.1013412475586, -21.76865577697754, 3.4482970237731934, -24.530067443847656, 17.131793975830078, -30.5113525390625, 9.284529685974121, -11.62252140045166, -7.680896282196045, -5.305856704711914, -15.096489906311035, 2.1026618480682373, -14.378049850463867, -0.20966178178787231, -7.22266149520874, 0.5617238879203796, -8.589406967163086, -4.191472053527832, -4.795535564422607]","[111.21086120605469, 41.830535888671875, 30.400848388671875, 23.246856689453125, 22.90269660949707, 12.737149238586426, 21.80960464477539, 10.998441696166992, 9.953298568725586, 12.747234344482422, 7.905379772186279, 10.742155075073242, 6.152676105499268, 8.124231338500977, 7.328751087188721, 8.25320053100586, 6.2578840255737305, 6.722920894622803, 7.0812087059021, 5.299759387969971]",neutral
"[-324.67681884765625, 77.93150329589844, 4.647963523864746, 22.387393951416016, -22.13821029663086, 21.950763702392578, -9.523920059204102, -0.2605140507221222, -17.709136962890625, 1.9164665937423706, -12.585637092590332, -11.714096069335938, 7.654222011566162, -3.6024985313415527, 2.2648158073425293, -4.653834819793701, 2.594299077987671, -5.574817180633545, 7.286840915679932, -7.084444999694824]","[147.5608367919922, 65.8338851928711, 21.624845504760742, 20.29871368408203, 36.96561813354492, 21.661701202392578, 17.842275619506836, 14.84825325012207, 16.261356353759766, 11.599577903747559, 9.598455429077148, 10.428611755371094, 8.79300308227539, 11.159375190734863, 7.304827690124512, 8.161453247070312, 7.482636451721191, 10.883995056152344, 7.208444118499756, 7.590849876403809]",neutral
"[-312.242431640625, 66.22216033935547, -19.983917236328125, 24.659799575805664, -47.59355163574219, 30.7639217376709, -29.674211502075195, 17.11720848083496, -11.922454833984375, 0.08305113762617111, -1.472452998161316, -11.543876647949219, -1.893296241760254, -8.508981704711914, 1.8687869310379028, -18.11006736755371, 4.71345329284668, -18.101232528686523, -2.671534776687622, -9.424798011779785]","[89.30885314941406, 40.770816802978516, 23.59234619140625, 32.41647720336914, 16.525859832763672, 19.764101028442383, 15.301958084106445, 12.264975547790527, 16.86296272277832, 10.460768699645996, 13.872941017150879, 9.34476089477539, 10.212773323059082, 7.360890865325928, 8.543615341186523, 8.851679801940918, 6.484990119934082, 5.910393714904785, 6.270394802093506, 6.057281970977783]",neutral
"[-426.3531799316406, 105.34459686279297, -6.832433223724365, 38.42378616333008, 2.232933282852173, 12.177715301513672, -2.662116050720215, -3.4048566818237305, -3.4591469764709473, 8.011784553527832, -3.902815341949463, -10.141586303710938, -0.20349419116973877, -0.558233380317688, 4.191272258758545, -3.595961332321167, 2.263306140899658, -7.307646751403809, -4.0889177322387695, -1.825682282447815]","[86.19796752929688, 31.33287811279297, 23.368953704833984, 26.103830337524414, 26.494810104370117, 18.266202926635742, 11.68973445892334, 11.113899230957031, 11.066450119018555, 11.599268913269043, 9.269037246704102, 12.534443855285645, 7.8559041023254395, 11.185272216796875, 6.687626838684082, 9.517683982849121, 8.364611625671387, 12.201214790344238, 8.38996410369873, 7.9631547927856445]",sad
"[-567.9634399414062, 96.7766342163086, 54.919036865234375, 19.097211837768555, -27.423526763916016, 14.981598854064941, -29.06733512878418, 15.405900001525879, -7.857087135314941, 9.285065650939941, -3.7311980724334717, 4.590499401092529, 0.5825026631355286, -5.669830322265625, 9.524589538574219, -13.1232328414917, 12.432180404663086, -8.10925579071045, 3.3843796253204346, -1.9484230279922485]","[94.00979614257812, 34.868873596191406, 17.77935028076172, 20.365219116210938, 20.962352752685547, 16.38684844970703, 21.272111892700195, 9.517958641052246, 11.999027252197266, 8.840208053588867, 11.021728515625, 7.550883769989014, 9.711465835571289, 7.288567543029785, 5.985304832458496, 12.590497970581055, 8.7830171585083, 10.521392822265625, 10.187694549560547, 8.550392150878906]",neutral
"[-423.6566467285156, 76.7437973022461, -42.39271926879883, 45.05699157714844, -18.453624725341797, 17.39010238647461, -29.245389938354492, -0.21370463073253632, -14.59812068939209, -2.3684756755828857, -12.972062110900879, -3.849822759628296, 4.905331134796143, -11.295130729675293, 10.495222091674805, -17.16318130493164, 6.143935203552246, -3.178433656692505, -1.3434303998947144, -7.56995153427124]","[80.04134368896484, 23.0670166015625, 30.71225929260254, 24.087482452392578, 16.31137466430664, 19.212406158447266, 12.44729995727539, 8.80925178527832, 14.886580467224121, 8.015192031860352, 7.345637321472168, 6.827048301696777, 6.7007036209106445, 8.861711502075195, 6.005722522735596, 5.8968505859375, 5.844302654266357, 6.405083179473877, 5.3872199058532715, 6.051296710968018]",neutral
"[-577.6480712890625, 88.8573226928711, 15.608376502990723, 37.943763732910156, -16.482826232910156, 26.640392303466797, -13.129197120666504, 19.253257751464844, -17.147748947143555, 16.8239803314209, -5.3250226974487305, 4.842308521270752, 5.993859767913818, -8.08141803741455, 14.61005973815918, -12.1893310546875, 11.301603317260742, -5.895988941192627, 6.025855541229248, -6.207282543182373]","[91.001708984375, 46.48397445678711, 25.37944984436035, 17.440460205078125, 23.217069625854492, 16.019216537475586, 11.754570007324219, 13.734664916992188, 11.704828262329102, 8.150575637817383, 8.957763671875, 8.917566299438477, 9.847651481628418, 7.127920627593994, 6.367342948913574, 7.453498840332031, 5.795434474945068, 5.176537036895752, 5.623659133911133, 6.979203701019287]",sad
"[-500.5021667480469, 75.03699493408203, 4.664610862731934, 28.53368377685547, -6.286092281341553, 18.30876350402832, 0.9715265035629272, 3.997166872024536, -0.9336902499198914, 2.583984375, -1.6142284870147705, -1.9199515581130981, 4.676933765411377, -1.3815253973007202, 0.5757380723953247, -8.11910629272461, 3.3700149059295654, -2.2707512378692627, 0.17687535285949707, -0.5579652190208435]","[81.16259765625, 34.59959030151367, 21.541234970092773, 19.639944076538086, 20.224382400512695, 16.431718826293945, 12.67004680633545, 10.600162506103516, 12.042000770568848, 5.553103446960449, 10.56514835357666, 7.246284484863281, 10.870498657226562, 7.019307613372803, 6.115362167358398, 9.93440055847168, 6.028807640075684, 6.545933723449707, 5.92527961730957, 6.603335857391357]",sad
"[-536.9248046875, 75.36225128173828, -1.5113916397094727, 45.954505920410156, -21.211124420166016, 25.662689208984375, -28.80730438232422, 2.9704394340515137, -19.565309524536133, -3.411442279815674, -3.5594897270202637, -7.246251583099365, 0.6665282249450684, -12.687338829040527, 2.25124454498291, -13.19671630859375, 2.684798240661621, -8.407413482666016, 2.511265993118286, -3.7329986095428467]","[111.24152374267578, 33.5369758605957, 36.55808639526367, 25.55997085571289, 20.89025115966797, 13.61050033569336, 19.973081588745117, 12.950066566467285, 9.630544662475586, 11.878396034240723, 6.557521343231201, 8.926973342895508, 8.224322319030762, 6.655569553375244, 8.25813102722168, 7.428906440734863, 7.145540714263916, 7.335907936096191, 5.165254592895508, 6.83298921585083]",sad
"[-455.3656311035156, 127.74415588378906, -2.026170015335083, 24.31648063659668, 0.431213915348053, 22.798181533813477, -1.3350099325180054, 4.463056564331055, -2.4249556064605713, 3.7965192794799805, -0.6902246475219727, -1.7459317445755005, 6.516136646270752, -4.747106075286865, 0.021113725379109383, -0.5928457379341125, 5.701076984405518, -4.528689861297607, -0.7719246745109558, -0.6390540599822998]","[115.45695495605469, 60.65058517456055, 23.1926212310791, 23.983640670776367, 21.559410095214844, 15.494085311889648, 16.710678100585938, 9.348288536071777, 13.818443298339844, 7.637548923492432, 8.692227363586426, 9.46845817565918, 7.898752212524414, 7.5265045166015625, 7.663399696350098, 5.747272491455078, 6.896993160247803, 9.067917823791504, 4.7928361892700195, 4.964773178100586]",neutral
"[-391.2607727050781, 56.265037536621094, -18.61011505126953, 12.996162414550781, -16.322174072265625, -4.488060474395752, -24.111764907836914, 0.13382673263549805, -14.081337928771973, -11.572164535522461, -8.271745681762695, -7.780944347381592, -1.879959225654602, -7.979483127593994, 1.626389503479004, -7.739220142364502, -3.5891475677490234, -9.430475234985352, -1.175445318222046, -1.0065608024597168]","[77.3802719116211, 28.142383575439453, 15.781861305236816, 21.331235885620117, 22.525619506835938, 13.148926734924316, 18.624622344970703, 8.064152717590332, 11.181096076965332, 9.723780632019043, 6.17054557800293, 6.54292106628418, 6.153393268585205, 5.712219715118408, 4.552748203277588, 9.207305908203125, 5.153348445892334, 6.862753391265869, 5.385493278503418, 6.846196174621582]",neutral
"[-336.181396484375, 72.20155334472656, -5.353634834289551, 32.35822296142578, -24.17017364501953, 13.232954025268555, -8.639259338378906, 7.855936527252197, -6.810796737670898, 2.776768207550049, -4.921871662139893, -5.235623836517334, 2.4565269947052, -6.43914270401001, -0.19290362298488617, -9.048500061035156, 4.403335094451904, -9.35287857055664, 0.0994410365819931, -3.805128574371338]","[126.5458984375, 29.464942932128906, 24.651472091674805, 21.527509689331055, 29.442468643188477, 11.650154113769531, 15.97463607788086, 7.2872233390808105, 12.06222152709961, 10.013434410095215, 7.9990949630737305, 10.688023567199707, 7.567105770111084, 8.050168991088867, 6.2344231605529785, 9.072285652160645, 6.8322978019714355, 8.818689346313477, 8.722672462463379, 7.608774185180664]",sad
